Pop_Condition,Sample_Condition,NFac,SampleSize,NMissing,Pop12,Full12,SFA12,SFB12,SFC12,MI12
P1,S1,2,100,1,0,0.0306544247987556,-0.0101662284156711,-0.10801523221488,-0.0127990716485779,0.0302582179269235
P1,S2,2,200,1,0,-0.0621286590733865,-0.0616587537430249,-0.0125527770163624,-0.0569655434071776,-0.059522694785129
P1,S3,2,300,1,0,-0.00926148460367585,-0.0169880101099919,-0.144313267873896,-0.0201998763987013,0.00397564970905663
P1,S4,2,400,1,0,0.0144687000543321,-0.0107746441815907,-0.0631166293758947,0.0130830635801133,0.00877381973970638
P1,S5,2,500,1,0,0.00752150351795127,-0.00140350478920345,-0.00998633795035835,0.00240861142397438,0.0270258214285383
P1,S6,2,600,1,0,0.123481330181978,0.122036420867808,0.0425351741671145,0.109834342155986,0.121009573014312
P1,S7,2,700,1,0,-0.0364344182707931,-0.0515023481416807,-0.0589143687701521,-0.0363992157045287,-0.0369588668143248
P1,S8,2,800,1,0,-0.000818041254486764,-0.00233980649259231,-0.0524298443863335,0.00215360557173534,0.0178587639408027
P1,S9,2,900,1,0,0.0209637073317388,0.0203193188730749,-0.0769485331977247,0.0125189151988802,0.0227147371381466
P1,S10,2,1000,1,0,-0.00847192404263007,-0.0183993520138327,0.00278247778294225,-0.0104900022808949,-0.0169040044536523
P1,S11,2,100,2,0,-0.00631645063778471,0.0283346781666832,-0.00201256238157944,-0.0133984976342303,-0.0363966813188745
P1,S12,2,200,2,0,-0.00253162300539135,0.0046755325759542,-0.0193349056327907,0.00516744006398627,-0.0159030410239395
P1,S13,2,300,2,0,-0.003642520474439,-0.0311941565786696,-0.00182049123473662,-0.0292256820413347,0.0518213395022839
P1,S14,2,400,2,0,-0.0178644105005428,-0.0025277678779732,-0.0856303783821614,-0.00246493008565053,-0.0153780360354511
P1,S15,2,500,2,0,0.031356806011057,0.0407671913103798,0.0880521161997607,0.045396914940304,0.0426723275850101
P1,S16,2,600,2,0,0.0136272458592458,-0.00487690281996614,0.0518702361272414,-0.00770855814117699,0.0203804396722717
P1,S17,2,700,2,0,-0.0607518129560354,-0.0513823465073633,0.0149354458334945,-0.0639375463456661,-0.0683673164915943
P1,S18,2,800,2,0,-0.0129576371479907,0.00110113025428098,0.0378883136214963,-0.0194589302459671,0.00238656474649712
P1,S19,2,900,2,0,-0.0213107868002534,-0.0257589290085409,-0.0613598241475886,-0.0280470803125747,-0.0355506430117231
P1,S20,2,1000,2,0,0.00386926221843994,-0.0027646164672199,-0.00112805981495229,-0.00213243639105269,0.00155874101226778
P1,S21,2,100,3,0,0.0591454745719783,0.0219194050289287,0.170493475975724,0.0422706388912446,0.125152002835228
