Pop_Condition,Sample_Condition,NFac,SampleSize,NMissing,Pop12,Full12,SFA12,SFB12,SFC12,MI12
P1,S1,2,100,1,0,-0.053753288771028,-0.0688096351577727,-0.0532649919597147,-0.02347272066288,-0.0748119478625805
P1,S2,2,200,1,0,-0.0127754813043637,-0.0360424835745818,-0.119319152150187,0.0120905468779699,-0.0018107831667128
P1,S3,2,300,1,0,-0.00882276431316222,0.0024104882786686,-0.0676214467048649,-0.00474534014997061,-0.00757841989688984
P1,S4,2,400,1,0,0.0127650194512889,0.00573020870663086,-0.0343660888139571,0.0108764625267231,0.0303500718864363
P1,S5,2,500,1,0,-0.0220458044458731,-0.0240411539917397,-0.0365462205982475,-0.0217455238091165,-0.0422802534192025
P1,S6,2,600,1,0,-0.08319009553975,-0.0668546443893119,-0.085535058399817,-0.083270782098594,-0.0926369278401886
P1,S7,2,700,1,0,-0.00189192253194224,-0.0192712972768753,-0.0185497363230413,-0.0125537960851465,0.00803556932164615
P1,S8,2,800,1,0,0.0336849060762794,0.0345409790115931,0.104673543487617,0.0245127122643531,0.0266671871829276
P1,S9,2,900,1,0,-0.00377021969973361,0.00417232686915958,0.0309088734817303,-0.00938012663673299,-0.0046009427409013
P1,S10,2,1000,1,0,-0.0365091558706117,-0.0497942400462629,-0.0298765334484469,-0.0520341930490544,-0.0352511129886191
P1,S11,2,100,2,0,0.0553130672672773,0.0586442828567931,0.254947577819481,0.0667391038203631,0.0474060360037214
P1,S12,2,200,2,0,0.0057014715953577,-0.00405358969689105,0.0361072936200195,0.015227489731439,0.0381510061420208
P1,S13,2,300,2,0,-0.0100808246777082,-0.0261999175193536,-0.0908624809945408,0.000262404429726866,-0.0228332062991859
P1,S14,2,400,2,0,-0.0111341517390598,0.0165138599934707,-0.00666591251928012,-0.0172895653876489,-0.0138276104567848
P1,S15,2,500,2,0,-0.00323096397551509,-0.0147796812306524,-0.00832301732487693,0.00026170568893658,-0.00997753468083885
P1,S16,2,600,2,0,0.0040117768299624,-0.00500373354173729,0.0153581723487493,0.0024605413033884,0.0331172965241249
P1,S17,2,700,2,0,0.0181911316782321,0.0119040537727488,0.00797164381590582,0.0157290976568035,-0.00403949926443448
P1,S18,2,800,2,0,0.0254427984947036,0.0267378363586056,0.0379426849236809,0.0322924352244921,0.0418389980337694
P1,S19,2,900,2,0,0.00413614690410499,-0.00716640224572837,-0.0159724476950427,-0.00149426380882388,-0.0120263858299114
P1,S20,2,1000,2,0,-0.0766342919766228,-0.071782380491781,-0.0382813633735032,-0.0658711706967679,-0.0634484476602544
P1,S21,2,100,3,0,-0.0808941963138601,-0.0363251503638664,0.019075616724502,-0.156593239072572,-0.129237489863467
P1,S22,2,200,3,0,0.0750588187702566,0.103521578831566,-0.00934706378910562,0.0238003599019948,-0.0061659595161221
P1,S23,2,300,3,0,0.0216536850349489,0.0212525583062938,0.093187054224108,-0.0203895010989473,0.0546177073000615
P1,S24,2,400,3,0,-0.00712673442929952,-0.0243624941647721,-0.0326070894911362,-0.0122386547589465,-0.0292835521046589
P1,S25,2,500,3,0,-0.0360444659959195,-0.0330297753419697,-0.00702450443961142,-0.0415185819413188,-0.0625379373966404
P1,S26,2,600,3,0,-0.00163767925592352,-0.026307366047407,-0.0393360395011102,-0.00192471450985686,0.0136578429163794
P1,S27,2,700,3,0,-7.92595624757407e-05,-0.00888173261872383,-0.0281078517192237,-0.0012533863878605,-0.0117405196723727
P1,S28,2,800,3,0,0.0280663616787995,0.0480878799831737,0.0789561695197246,0.0298368490773998,0.0190680825104488
P1,S29,2,900,3,0,0.0222504213559239,0.0154190969542537,-0.0388592948247035,0.0115380894107018,0.014109257972081
P1,S30,2,1000,3,0,-0.0170003983360925,0.00116133807742417,-0.0419152151231875,0.0119046058215567,-0.00238267882792835
P1,S31,2,100,4,0,-0.0950593938979734,-0.0751543208797292,-0.158039694112721,-0.0929063603929961,-0.121623769439736
P1,S32,2,200,4,0,0.157242521906992,0.181870685274755,0.170558089648804,0.117102315158658,0.134644535091565
P1,S33,2,300,4,0,-0.0141024057859871,-0.0261282012133675,-0.0521186006773443,-0.0241480426824545,-0.0226870297009586
P1,S34,2,400,4,0,-0.0135389676633513,-0.0274772568108675,-0.0059350950215028,-0.0455271852778342,-0.050830435741908
P1,S35,2,500,4,0,-0.0249782107730069,0.00274966797957493,-0.0125532786913582,0.00576637031550717,-0.00494838983308669
P1,S36,2,600,4,0,0.00710848585422502,0.0312709921356417,0.0521773853403465,0.00604445459329819,-0.018898424409406
P1,S37,2,700,4,0,-0.00360291011741502,-0.0123136842003065,0.0269715379039744,-0.02100088926464,-0.00581430635863712
P1,S38,2,800,4,0,0.00471369936933901,0.0107899467300326,-0.00889412180732424,-0.025316816494975,-0.0450178917633192
P1,S39,2,900,4,0,-0.0422036165771701,-0.0169965922947632,-0.0937168534803975,-0.0499092283845567,-0.0366365562764372
P1,S40,2,1000,4,0,0.0277445685753342,0.0317346389561199,0.00398706081555137,0.0402399204698818,0.051641437441837
P1,S41,2,100,5,0,0.0927430863242758,0.11483430933333,0.181129947558217,0.063653519045595,0.141704198941923
P1,S42,2,200,5,0,0.0347215393637211,-0.0063417425712949,0.0190616051029853,0.0513197403237994,0.0219885941885988
P1,S43,2,300,5,0,0.0915560030869347,0.0881277677444555,0.20278965089846,0.0740174269736239,0.112103820483723
P1,S44,2,400,5,0,0.0351543129824353,0.0303105966915045,0.0781438151679873,0.0339474251569094,-0.0454605412977362
P1,S45,2,500,5,0,0.00556344800444466,0.0385062287924528,0.0928673170936357,0.0560436243729118,-0.0207806469106222
P1,S46,2,600,5,0,-0.0479273114341926,-0.0391361333551383,-0.0686134106518402,-0.0462229889488154,-0.048185471118883
P1,S47,2,700,5,0,0.0174622746301034,0.030106389876524,0.00652854032892316,0.0315902558296884,0.04163286293603
P1,S48,2,800,5,0,-0.0504122844214488,-0.0380096633107607,-0.0687395367634122,-0.0308576003508183,-0.0633089297237077
P1,S49,2,900,5,0,-0.0626496459231256,-0.070436617474494,-0.0565306970429559,-0.0569408532367816,-0.0879697959372638
P1,S50,2,1000,5,0,0.0223369352387086,0.02013983939172,0.0487262398375347,0.0234427232699834,0.0190754635143852
P1,S51,2,100,6,0,-0.068844747213411,-0.0584796697476215,0.0434643694497769,-0.0493788564902318,-0.0669253364285144
P1,S52,2,200,6,0,0.0270203315078122,-0.0361500613716608,-0.00468869985435941,0.0419039506541117,0.0328082280987479
P1,S53,2,300,6,0,0.00807191653326503,0.032948042679465,-0.0204860087858518,0.0193332614166485,0.0996946074660046
P1,S54,2,400,6,0,0.00694984532703573,0.0244346257328913,-0.0163410508964938,0.0172142636449453,0.0146851258969909
P1,S55,2,500,6,0,0.105034776143114,0.0510236286475521,-0.00764946364604847,0.0588323995824452,0.0842839257590443
P1,S56,2,600,6,0,-0.0265647668550567,-0.046847598491481,-0.0242123595977634,-0.00891814640642349,-0.0745684370114615
P1,S57,2,700,6,0,-0.0157246489607069,0.00123995063926746,-0.0743923287667087,0.027936345293321,-0.0286002251159153
P1,S58,2,800,6,0,-0.0323165276042384,-0.024698329843214,0.0149789776621116,-0.0406474630631567,-0.0683928885329464
P1,S59,2,900,6,0,-0.0361449486566944,-0.0311586371140078,-0.0292382382235868,-0.0444259351062179,-0.0424365971190737
P1,S60,2,1000,6,0,0.00605946732637974,0.00895627062597233,0.0152461773772294,0.0212465023495303,0.00312679769403515
P1,S61,2,100,7,0,-0.0542757898342087,-0.00945900985627454,-0.252589043400678,-0.102230497495206,NA
P1,S62,2,200,7,0,-0.00480647313667492,0.106353128977666,0.0441573753493167,0.0764059204578551,-0.0846990034379459
P1,S63,2,300,7,0,-0.0346116338736338,0.0237567710932853,0.0111768589606625,-0.0523716259862532,-0.124482547886906
P1,S64,2,400,7,0,-0.0470498680832021,-0.0599620595925576,-0.0909626651623256,-0.0490200641388023,-0.0245836565296257
P1,S65,2,500,7,0,0.0159254933556267,0.0399928276276753,-0.0327093162854224,-0.0149205273602711,-0.0041427099410207
P1,S66,2,600,7,0,0.00664631228150397,0.0445646963540773,0.0430567175895333,0.0277021903584071,-0.0389131738903171
P1,S67,2,700,7,0,0.014178790966462,0.018236199068815,0.0117895959243393,-0.0103545833711035,0.0318986179736361
P1,S68,2,800,7,0,0.0900638154511907,0.0921317946794565,0.0958199261384837,0.0892737501810674,0.0770220587464104
P1,S69,2,900,7,0,0.00815023814765055,0.0107407401117238,0.00635754662906456,-0.00674675962301539,-0.0663622205612308
P1,S70,2,1000,7,0,-0.0420887906076889,-0.0112077063128159,-0.0452819491362677,-0.0579208590229434,-0.0603034755344803
P1,S71,2,100,8,0,-0.0152815532660051,-0.0169245103199492,-0.294333360609069,-0.105229193351754,NA
P1,S72,2,200,8,0,0.00563541973247495,0.0402600667837035,-0.00541686017325568,0.0149519771495953,NA
P1,S73,2,300,8,0,-0.077548342299478,0.00816376814471081,-0.044323473130013,0.000538904825593042,NA
P1,S74,2,400,8,0,-0.0292915391597063,-0.0257839333365724,0.0123350330578222,-0.0454326510204618,-0.0876633974672897
P1,S75,2,500,8,0,-0.115147675815143,-0.0874485673876515,-0.158043033633339,-0.112610257340802,0.0133283591988737
P1,S76,2,600,8,0,0.0309439306536793,0.0218849465122526,0.0150144880986858,-0.00720626270413281,0.0348552449967101
P1,S77,2,700,8,0,0.0501648085557677,0.023959977162399,0.0351950908991698,0.0494344965454505,0.0223934631404173
P1,S78,2,800,8,0,0.0165642411403143,0.047170939138015,0.0815601295474518,-0.00314696699809039,0.156698692408841
P1,S79,2,900,8,0,0.0334815431320603,0.0252091838883692,-0.0222000610029117,0.0372227278736417,0.0525504652300093
P1,S80,2,1000,8,0,-0.0131180172508699,-0.0131644650506675,-0.00517998771495038,-0.00130430884288397,0.00164888141345123
P2,S1,2,100,1,0.0796604046242782,0.179183837247381,0.160339007865896,0.290136830694993,0.209589036351196,0.184102623205247
P2,S2,2,200,1,0.0796604046242782,0.150960566038944,0.146447747703776,0.076199953254849,0.13464216656829,0.110558656368538
P2,S3,2,300,1,0.0796604046242782,0.0903455003841229,0.0972652137120019,0.113520528482509,0.0876694446082865,0.0760521738554021
P2,S4,2,400,1,0.0796604046242782,0.115979178595727,0.109118929418522,0.102996951729107,0.120886212237569,0.115732008604544
P2,S5,2,500,1,0.0796604046242782,0.102350084462732,0.102025477342463,0.158577867224633,0.107807232725805,0.108963091635094
P2,S6,2,600,1,0.0796604046242782,0.0595013734791033,0.055260493302542,0.0993888895101869,0.0443612021776527,0.0540754766624076
P2,S7,2,700,1,0.0796604046242782,0.0647965875104137,0.0877117014442725,0.0772594931279801,0.0782605648977876,0.0687901168030746
P2,S8,2,800,1,0.0796604046242782,0.0586480009432467,0.0688840254012377,0.0880165614923211,0.0627682815747609,0.0523061143088453
P2,S9,2,900,1,0.0796604046242782,0.0719235433973566,0.0746519296691777,0.0710063993005101,0.0677983876602936,0.0682351364261504
P2,S10,2,1000,1,0.0796604046242782,0.0757232851757809,0.0649530986753379,0.0404199003917452,0.0777514237475016,0.066874200574676
