Pop_Condition,Sample_Condition,NFac,SampleSize,NMissing,Pop12,Full12,SFA12,SFB12,SFC12,MI12
P1,S1,2,100,1,0,0.173676127986425,0.169774086771719,0.110794962537462,0.182949930014658,0.175101308068363
P1,S2,2,200,1,0,0.00590973505923253,0.0121997013995564,0.0374215271518123,0.00646777580476363,0.0109198553372627
P1,S3,2,300,1,0,0.0901179730028164,0.0776280216434065,0.0878477009260538,0.096672374648496,0.0782116164127868
P1,S4,2,400,1,0,0.0954636893653057,0.0965083946066045,0.0865613133419386,0.0924185199719974,0.118099263403292
P1,S5,2,500,1,0,-0.0597451837821988,-0.0622508813461951,-0.117788433006609,-0.0660079690209597,-0.0762667317542553
P1,S6,2,600,1,0,0.00335443368768933,0.00208982659621287,0.0574852426620549,0.00609682955423671,-0.00800909566839993
P1,S7,2,700,1,0,0.0235027389642763,0.0394732682072183,0.0697911840782212,0.0195226240450957,0.01301673644439
P1,S8,2,800,1,0,-0.0213584314361361,-0.0221097125024557,0.0284825004938147,-0.0268058075599387,-0.0224921293357264
P1,S9,2,900,1,0,-0.00784147464205093,-0.0144422732584196,-0.00442306359731428,-0.027514104774899,-0.00758292445817407
P1,S10,2,1000,1,0,0.00638894248846376,0.00122311978341546,-0.00114556923492798,0.00860283874821345,0.00461511019911115
P1,S11,2,100,2,0,-0.0529057440913362,-0.0507323490561838,-0.0940658005265014,-0.0478685144158014,-0.000243422191986148
P1,S12,2,200,2,0,-0.0367035070211152,-0.048051513112861,0.0166410198325577,-0.0598671506557418,-0.0665208203260997
P1,S13,2,300,2,0,-0.00877523556457019,0.00225952284864255,-0.0570475782943576,0.0416119647947832,-0.0255811763534931
P1,S14,2,400,2,0,0.0564459862349562,0.0737565235384678,0.0282912144994389,0.0487504747676732,0.0449258046377307
P1,S15,2,500,2,0,0.0375682902342306,0.0199555948224423,-0.00111939682303962,0.0413078151374606,0.0529669102379834
P1,S16,2,600,2,0,0.0393969714984697,0.0455982219120097,0.0205857723067539,0.0267105558987632,0.0318199831505138
P1,S17,2,700,2,0,-0.0791593755042266,-0.0788848430070735,-0.00393553416696155,-0.0713839728199256,-0.0845302307223797
P1,S18,2,800,2,0,-0.0158887078266987,-0.0115208399204157,-0.0417338248219089,-0.00954687666075411,-0.00659545769148904
P1,S19,2,900,2,0,-0.0205521283329242,-0.0204259869059079,-0.0661811720554714,-0.0224965278608042,-0.0196762490110311
P1,S20,2,1000,2,0,-0.0296262484663624,-0.0398776696475647,-0.0719986091819886,-0.0182350353004776,-0.0407349755329622
P1,S21,2,100,3,0,0.221280020669694,0.236187645903616,0.279149436689812,0.159400727836023,0.097593200866197
P1,S22,2,200,3,0,-0.00980808314020884,0.0176574708347385,0.0592210827127238,-0.0407400629782477,0.0279447858455317
P1,S23,2,300,3,0,-0.034299515914709,-0.0497117546864533,0.0708449851744969,-0.061773866265621,-0.0266741479670221
P1,S24,2,400,3,0,-0.0530200854494805,-0.0622620337870265,-0.0612193910012796,-0.0671592283939196,-0.0746862831674873
P1,S25,2,500,3,0,-0.0908001389524767,-0.0714285908470229,0.0327395901889908,-0.0806703102031347,-0.0836799208406358
P1,S26,2,600,3,0,0.0247256851851425,0.0130603276974201,0.0195808836008189,0.00548083497319968,0.0319443044315489
P1,S27,2,700,3,0,-0.000457698522235662,0.0166334745872095,-0.00630658629838585,-0.0237762732300979,0.0110745003493879
P1,S28,2,800,3,0,-0.0157879981980487,-0.00541841485461647,-0.0478649569768406,-0.0100919341568089,-0.0284713672842217
P1,S29,2,900,3,0,-0.0118054747160655,0.00735217057747006,0.0112463456870379,-0.0292163538288664,-0.0143648961335343
P1,S30,2,1000,3,0,0.0325451450945017,0.0164248870445197,-0.011597090385439,0.056081302689341,0.033660101994596
P1,S31,2,100,4,0,-0.0518790345495312,-0.00878767943022834,0.0382205782148055,0.0180620939820134,-0.126441968167671
P1,S32,2,200,4,0,0.0101284472673503,0.0233883325281102,0.0395343677320365,0.0214065615015889,0.0248045597455322
P1,S33,2,300,4,0,-0.00623479164745311,-0.0510111596484997,-0.0300248773315021,0.0458048668525006,-0.0496271645713541
P1,S34,2,400,4,0,0.00913419200773387,0.00784584555479415,-0.0213106425679013,0.0159785222901239,0.0518744924253918
P1,S35,2,500,4,0,0.032438765803973,0.0130111561786966,0.0409627556345395,0.035436451019078,0.042395312522353
P1,S36,2,600,4,0,-0.0211714302654829,-0.0456355820723689,-0.0504649564810678,-0.0272311657021013,-0.0310215243993837
P1,S37,2,700,4,0,-0.00741339749535092,-0.0294437413680894,0.0330362314724365,-0.0284968505673389,0.0161635070668331
P1,S38,2,800,4,0,0.0331706431817821,0.0252592234349587,0.0428922857306471,0.0257715406011736,0.0419336648002534
P1,S39,2,900,4,0,-0.0284121837096745,-0.03050282097754,-0.0598689508294007,-0.0429106300342316,-0.0317044427331735
P1,S40,2,1000,4,0,-0.0233378847839442,-0.00729425186664648,-0.0665177240490483,-0.00541609733805975,-0.0300768823786908
P1,S41,2,100,5,0,0.0683081124541998,-0.0352776163311092,-0.0441159393045917,0.0682505825670331,0.0596170126991904
P1,S42,2,200,5,0,0.061360367367191,0.0550712736744904,0.132296635715025,0.0294594418047362,0.11014035339781
P1,S43,2,300,5,0,-0.107067888619947,-0.110206889839638,-0.0737843241853478,-0.0294431639624561,-0.175515095317781
P1,S44,2,400,5,0,-0.0220150703580456,-0.0130530744851506,0.0605644492626298,-0.0195124783789298,-0.039616973307075
P1,S45,2,500,5,0,0.0292464157658451,0.0118396923895907,0.083466700627496,0.00280258725857997,0.0222801435248803
P1,S46,2,600,5,0,0.0234056468964522,0.028768436314132,0.0202374567133225,0.000581770238337884,0.0748980692662639
P1,S47,2,700,5,0,-0.048583597528527,-0.0274543655272885,0.0142378873682043,-0.035674983464937,-0.054092789589417
P1,S48,2,800,5,0,-0.0184932696973165,-0.0223134212728735,-0.0688173713303151,-0.0023538822082432,-0.0281662045956152
P1,S49,2,900,5,0,0.0103994215442528,-0.0207020328139071,-0.0134635579002482,0.00437508782632765,0.0249023169236975
P1,S50,2,1000,5,0,-0.00244162907187332,-0.0194304662180531,-0.0159916881413519,-0.0115852752124364,0.00434202211577771
P1,S51,2,100,6,0,0.0126485661105178,0.022575202288628,0.202976777205539,0.0075776495458711,-0.0452611708223111
P1,S52,2,200,6,0,-0.0120305947565965,-0.0365969387516187,-0.0774062308736018,-0.0179193702478698,-0.107209838830919
P1,S53,2,300,6,0,0.092956409463756,0.0608254875019275,0.0402468384764593,0.0469091716852707,0.158603246760927
P1,S54,2,400,6,0,-0.02580443060958,-0.0155442805628878,-0.0331903406609393,-0.0138014892619165,-0.019417876344551
P1,S55,2,500,6,0,0.0182799240025329,-0.0192985939068731,-0.00727342551599704,-0.00114083819915785,-0.0166785937965419
P1,S56,2,600,6,0,0.008530171750501,0.00389234935070015,0.0416378415192524,-0.00585419522091344,-0.0352821963489506
P1,S57,2,700,6,0,-0.0173762327652897,-0.0209401877701598,0.0495011114739679,-0.0305226919744024,0.00523699972844972
P1,S58,2,800,6,0,0.0376398965077096,0.0495237076368329,0.0324337710361437,-0.0105317759746238,-0.00154523422115625
P1,S59,2,900,6,0,-0.0518648180072157,-0.0213249370559025,-0.0133665880761248,-0.028240486711398,-0.0726586979578837
P1,S60,2,1000,6,0,0.0138944673537412,0.0431157892666678,-0.00405773313248115,-0.0121597273887556,0.0327445660722707
P1,S61,2,100,7,0,0.238870675312764,0.0409539978499255,0.261110725128335,0.160559916041522,0.279833286993023
