Pop_Condition,Sample_Condition,NFac,SampleSize,NMissing,Pop12,Full12,SFA12,SFB12,SFC12,MI12
P1,S1,2,100,1,0,0.0780771136230201,0.0339506855501008,-0.0519590113069838,0.0612678056965586,0.103705649658936
P1,S2,2,200,1,0,-0.104076460947572,-0.0947407232530811,-0.0309059837724052,-0.0969560766001422,-0.11546964689437
P1,S3,2,300,1,0,-0.045296719438427,-0.0412145463681853,-0.101046617385587,-0.065232597658951,-0.060885285158658
P1,S4,2,400,1,0,-0.102747757810432,-0.0995686572429644,-0.133182992922804,-0.0947669768607102,-0.0874452628221882
P1,S5,2,500,1,0,-0.0663888936889307,-0.0537397275440609,-0.0180850903083093,-0.0677549126995583,-0.0831195578207607
P1,S6,2,600,1,0,-0.0215593100673805,-0.0303180850176804,0.0287357061796882,-0.0171051922031628,-0.0318929033471968
P1,S7,2,700,1,0,-0.00453293153221369,-0.0149911244299903,-0.0416434957261207,0.00742441486582509,-0.0103620567411798
P1,S8,2,800,1,0,0.0127497522264725,0.0177077783009576,-0.0352690548650295,0.0115283858173223,0.0334600225224978
P1,S9,2,900,1,0,0.0277949969041817,0.0195627978279091,0.043100448461023,0.0351170723153492,0.0302109167124557
P1,S10,2,1000,1,0,-0.0427190265294432,-0.038700104504438,-0.0929405654442302,-0.0421079891175924,-0.0451889124262629
P1,S11,2,100,2,0,0.15706019025179,0.19022246946384,0.218355539933023,0.094088715501041,0.195079213768382
P1,S12,2,200,2,0,0.0804566421401206,0.0492404480633624,0.110600066639372,0.107490168921548,0.0696920351617369
P1,S13,2,300,2,0,0.00889585794512176,-0.00210107760852737,-0.00742395115394538,0.00989385482829973,0.00854345082530453
P1,S14,2,400,2,0,0.0245479079119426,0.0306898295502591,0.0549037657648833,0.0195402111224968,0.029307231372196
P1,S15,2,500,2,0,-0.0636126573647671,-0.0585762029453085,-0.0526228514741941,-0.0615147877451907,-0.046486186161944
P1,S16,2,600,2,0,-0.045541291425283,-0.0246804480764153,-0.0649695235775654,-0.0336814563818414,-0.0466075085826945
P1,S17,2,700,2,0,-0.0220285808782059,-0.020878895223719,-0.0374072989060966,-0.0477203151066545,-0.0242635332271239
P1,S18,2,800,2,0,-0.0881255461962422,-0.0681068560783574,-0.123339378230849,-0.0720324033559884,-0.0814263171634244
P1,S19,2,900,2,0,0.0639993803019253,0.058175214299261,0.0561600404553028,0.0413936469190738,0.0472122331820766
P1,S20,2,1000,2,0,0.0251453190589191,0.0125650043999841,-0.0127112810611672,0.0258304972828368,0.0234669852035041
P1,S21,2,100,3,0,0.0159206317799775,0.0210269996084924,-0.0973135760696994,0.0691999349105411,0.0214150563116824
P1,S22,2,200,3,0,-0.0412934625835243,-0.0485004251129852,-0.120937717220915,-0.0239815524383214,-0.0400202786592248
P1,S23,2,300,3,0,0.0188896774603018,0.00792296972879327,0.0822422315895041,0.0391273986517114,0.0262244083631187
P1,S24,2,400,3,0,-0.0469243277911112,-0.0420983532914491,-0.0596890838105983,-0.0502436158828269,-0.0375192825531788
P1,S25,2,500,3,0,-0.0698791539234878,-0.0251270300032111,-0.106005179537729,-0.0510163854297505,-0.0764664148907663
P1,S26,2,600,3,0,0.0976259875986171,0.0811295630563996,0.116128019965462,0.0589880320439554,0.107464147832004
P1,S27,2,700,3,0,0.0236167758602483,0.017069248224122,0.0295788366178214,0.0306541045736353,0.0272406706878742
