Pop_Condition,Sample_Condition,NFac,SampleSize,NMissing,Pop12,Full12,SFA12,SFB12,SFC12,MI12
P1,S1,2,100,1,0,0.132118551202185,0.155625829627754,0.112255872505977,0.107970427534046,0.113009117090501
P1,S2,2,200,1,0,-0.161989745924723,-0.161950549056008,-0.0846887049723579,-0.155747212547896,-0.135707962591437
P1,S3,2,300,1,0,-0.0263950605701141,-0.034743860238708,0.0385923981708243,-0.0441698452825812,-0.0260381321956902
P1,S4,2,400,1,0,-0.0236458127367492,-0.0238527681648598,0.0704792366824664,-0.0289704104567119,-0.00697869125007073
P1,S5,2,500,1,0,-0.0571693303336886,-0.0371745932788489,0.0247171700918081,-0.0470433235996626,-0.0434909704530698
P1,S6,2,600,1,0,-0.0164712621559815,-0.0176847186194821,-0.0906766592586073,-0.0176847186194821,-0.0214632583737369
P1,S7,2,700,1,0,-0.03236711916322,-0.0296683448992862,0.0181199906888234,-0.0323710829309728,-0.0501424701030055
P1,S8,2,800,1,0,0.0385838959819009,0.0430552726838729,0.0681213799032894,0.03056289269886,0.0319651873064797
P1,S9,2,900,1,0,0.0307342172992952,0.0188038989903021,0.00981521202119929,0.0280799802373401,0.0381321757556671
P1,S10,2,1000,1,0,0.0141844332407965,0.0291653779492216,-0.0237322535603698,-0.0010532830134648,0.0216401563264198
P1,S11,2,100,2,0,0.0728137612951305,0.0998538605632954,0.219237811970854,0.0625076155466286,0.0627157746455252
P1,S12,2,200,2,0,-0.0331980790317459,-0.0400316444334337,0.0085722177688418,-0.0317792078641064,-0.00775010845820901
P1,S13,2,300,2,0,0.0462148939400476,0.0600390852734531,0.218569214047188,0.0455208394682443,0.0625347252231466
P1,S14,2,400,2,0,-0.0328720086045732,-0.0397922266442124,0.00930308427760829,-0.0235770835960566,-0.0120145731715428
P1,S15,2,500,2,0,0.0968107894026953,0.0830278523551316,0.00332361582689073,0.0876114259662286,0.104177078575346
P1,S16,2,600,2,0,0.0306137136941471,0.0561407939383108,0.0857456257405793,0.0230330923433053,0.0349675343659298
P1,S17,2,700,2,0,0.0271900717509822,0.0434082671692456,0.0735750132496613,0.0240070632415789,0.0361479663937354
P1,S18,2,800,2,0,-0.0373335605483216,-0.0198744692906556,-0.00739920054250333,-0.0265745762108849,-0.0439874738013123
P1,S19,2,900,2,0,0.0261883749876432,0.0164000043553101,0.0465168598143705,0.0341136377561436,0.025665234798576
P1,S20,2,1000,2,0,-0.0184314118657798,-0.0157395875609166,-0.0112792137680797,-0.00927417551224115,-0.0251347018751998
P1,S21,2,100,3,0,0.05609802431504,-0.0500730330708711,0.159511196618529,0.0585955466457164,0.0525085229752511
P1,S22,2,200,3,0,-0.054788366777268,-0.0551494193686629,-0.106363163872281,-0.056061119869299,-0.123762833203094
P1,S23,2,300,3,0,0.0568926168389252,0.0553472641554282,0.00815796982389776,0.0863973071841244,0.0221120109544288
P1,S24,2,400,3,0,-0.0830727966104906,-0.11701089611205,-0.0622700312577125,-0.109497626526871,-0.10761202408824
P1,S25,2,500,3,0,0.0441088502422436,0.0448060836435806,0.0282612150774073,0.0294784874327631,0.0614291757315215
