pop_condition,sample_condition,no_factors,sample_size,no_missing,cor_pop,iteration_no,cor_pooled,fmi,coverage,RB,PB,ac,psrf
P6,S15,2,500,2,0.3983020231213886,3,0.3746367351669687,0.1944462820694376,TRUE,-0.02366528795441991,5.941543497309215,0.0560724424774248,1.0189842056573082
P6,S15,2,500,2,0.3983020231213886,4,0.37823493134135633,0.1589520989700573,TRUE,-0.020067091780032298,5.0381596414629675,0.03399822286073512,1.0500287589152564
P6,S15,2,500,2,0.3983020231213886,5,0.37059214601007306,0.047814858529345666,TRUE,-0.027709877111315562,6.957001346405553,0.040604116151630135,1.0720598207519312
P6,S15,2,500,2,0.3983020231213886,6,0.3699409208607357,0.16350650138813752,TRUE,-0.028361102260652915,7.120501683218776,0.02693800946988579,1.0286636781261942
P6,S15,2,500,2,0.3983020231213886,7,0.3767861199490091,0.1426534104504309,TRUE,-0.021515903172379502,5.40190657425363,0.015173315893373151,1.0249209304933122
P6,S15,2,500,2,0.3983020231213886,8,0.37817077415085115,0.08831795552419588,TRUE,-0.020131248970537474,5.0542673152333375,0.037997448083469956,1.0108876790649983
P6,S15,2,500,2,0.3983020231213886,9,0.37574891770070745,0.09938293141023175,TRUE,-0.022553105420681174,5.662312544620887,0.03370061345254168,1.0201881538185864
P6,S15,2,500,2,0.3983020231213886,10,0.3748773922537003,0.08931995256578923,TRUE,-0.023424630867688312,5.881122743016873,0.046814891246035176,1.016143092292275
P6,S15,2,500,2,0.3983020231213886,11,0.3782713954773324,0.15592734636042932,TRUE,-0.02003062764405622,5.029004745464619,0.049751983239671616,1.0274502403369397
P6,S15,2,500,2,0.3983020231213886,12,0.37150135216587893,0.1123995362914396,TRUE,-0.026800670955509698,6.728730812231347,0.052131504069453556,1.0219973316082023
P6,S15,2,500,2,0.3983020231213886,13,0.3790864797888603,0.14263798270462436,TRUE,-0.01921554333252834,4.824364983622519,0.052259430347974346,1.016239262560214
P6,S15,2,500,2,0.3983020231213886,14,0.3801322345424075,0.050956460388663034,TRUE,-0.018169788578981105,4.561811772028982,0.04858517043533197,1.0119562696210322
P6,S15,2,500,2,0.3983020231213886,15,0.37486149046681017,0.11421848179477044,TRUE,-0.02344053265457846,5.885115137222037,0.048136664427392145,1.0132129015295928
P6,S15,2,500,2,0.3983020231213886,16,0.3771347393620762,0.15325624962000373,TRUE,-0.021167283759312427,5.314380176487673,0.047821485384210986,1.011285297929729
P6,S15,2,500,2,0.3983020231213886,17,0.37715946612329243,0.12087033281621753,TRUE,-0.021142556998096196,5.3081721333995535,0.045621424118718806,1.0112009692342896
P6,S15,2,500,2,0.3983020231213886,18,0.37340042736668755,0.10525559774456542,TRUE,-0.024901595754701078,6.251938054332186,0.039208765875656186,1.010575604446009
P6,S15,2,500,2,0.3983020231213886,19,0.37694150184442576,0.12035353308048657,TRUE,-0.021360521276962863,5.362895500646984,0.03751943738239227,1.0094830487115267
P6,S15,2,500,2,0.3983020231213886,20,0.3796852685892887,0.10986415402249304,TRUE,-0.018616754532099933,4.67402961858072,0.032053465528338806,1.0081073816373278
P6,S15,2,500,2,0.3983020231213886,21,0.3760933841844478,0.10544421211820584,TRUE,-0.022208638936940805,5.57582880521106,0.031257082835562014,1.0051604183800755
P6,S15,2,500,2,0.3983020231213886,22,0.37517200014750984,0.08251320627646659,TRUE,-0.023130022973878783,5.807156788362472,0.03307795282243558,1.0045341800793086
P6,S15,2,500,2,0.3983020231213886,23,0.38164675994286,0.12728953093633363,TRUE,-0.016655263178528612,4.181566301874562,0.02805546394542722,1.005898823500128
P6,S15,2,500,2,0.3983020231213886,24,0.37936550646478595,0.10801999467579192,TRUE,-0.018936516656602675,4.7543109392722025,0.030172037243844377,1.0057777619725827
P6,S15,2,500,2,0.3983020231213886,25,0.37506126885289637,0.20917239246165498,TRUE,-0.02324075426849226,5.8349576249602135,0.027811023658466705,1.0053907933437227
P6,S15,2,500,2,0.3983020231213886,26,0.37982371653132624,0.13381237314689773,TRUE,-0.018478306590062388,4.639270080842859,0.030738028250747246,1.0048039686484824
P6,S15,2,500,2,0.3983020231213886,27,0.37779359362819126,0.09829159758628946,TRUE,-0.020508429493197367,5.148964429675294,0.027356563215491046,1.0041023093967512
P6,S15,2,500,2,0.3983020231213886,28,0.3761781192626834,0.08476705869773847,TRUE,-0.02212390385870522,5.554554728425926,0.02704914161201797,1.0046977982161664
P6,S15,2,500,2,0.3983020231213886,29,0.37517470603403424,0.05067338716713602,TRUE,-0.023127317087354382,5.806477432906732,0.02712527981851711,1.0040743054786438
P6,S15,2,500,2,0.3983020231213886,30,0.376985282442848,0.13125013058050417,TRUE,-0.021316740678540613,5.351903691446732,0.02756791209178548,1.0043938541690853
P6,S15,2,500,2,0.3983020231213886,31,0.37766282219445096,0.0895659483093487,TRUE,-0.020639200926937662,5.181796659026146,0.029389888499382687,1.0055093175753977
P6,S15,2,500,2,0.3983020231213886,32,0.3796825177765375,0.12266568944753117,TRUE,-0.01861950534485113,4.674720253473719,0.03066696013172701,1.0055361031031833
P6,S15,2,500,2,0.3983020231213886,33,0.3823328723933083,0.162566152089694,TRUE,-0.015969150728080306,4.009306958306225,0.033685171224462504,1.0058470839313856
P6,S15,2,500,2,0.3983020231213886,34,0.3820388434957194,0.07240199444107231,TRUE,-0.0162631796256692,4.083127546834666,0.03698511196837678,1.006551835995045
P6,S15,2,500,2,0.3983020231213886,35,0.37298858620530456,0.1074293774851435,TRUE,-0.025313436916084064,6.355337268364666,0.03597073990495408,1.0064365289393813
P6,S15,2,500,2,0.3983020231213886,36,0.3726182015407882,0.16256406300136603,TRUE,-0.025683821580600452,6.448328175519438,0.035004564610481466,1.0054973275180477
P6,S15,2,500,2,0.3983020231213886,37,0.37717006131159725,0.15841143831306856,TRUE,-0.021131961809791378,5.305512044399305,0.03579164513426627,1.0059861017933636
P6,S15,2,500,2,0.3983020231213886,38,0.3780360797655299,0.10674933097915217,TRUE,-0.02026594335585874,5.088084463402884,0.03688555671267228,1.0056866785035035
P6,S15,2,500,2,0.3983020231213886,39,0.38027103565049614,0.13267328517203125,TRUE,-0.01803098747089249,4.526963566388231,0.03530374770737529,1.0046462451768687
P6,S15,2,500,2,0.3983020231213886,40,0.3735659634557095,0.22818564309149572,TRUE,-0.0247360596656791,6.210377610394515,0.0363241783662363,1.003581159509714
P6,S15,2,500,2,0.3983020231213886,41,0.3791843739041507,0.1658728081489744,TRUE,-0.01911764921723791,4.7997871232031155,0.03358490060696637,1.0038188139909352
P6,S15,2,500,2,0.3983020231213886,42,0.37798619719257276,0.08677541126816014,TRUE,-0.020315825928815867,5.100608269475023,0.03741226773433692,1.0029286913071032
P6,S15,2,500,2,0.3983020231213886,43,0.3802451734716996,0.20477877743248243,TRUE,-0.01805684964968901,4.533456673953652,0.03722488792464666,1.0040221571037893
P6,S15,2,500,2,0.3983020231213886,44,0.3795076426295275,0.12508864563906286,TRUE,-0.018794380491861107,4.718625415099444,0.03870859272388852,1.0039303461168594
P6,S15,2,500,2,0.3983020231213886,45,0.37805066225896633,0.1454879252654642,TRUE,-0.020251360862422296,5.08442329861086,0.039586237486692766,1.0034672171470462
