pop_condition,sample_condition,no_factors,sample_size,no_missing,cor_pop,iteration_no,cor_pooled,fmi,coverage,RB,PB,ac,psrf
P6,S15,2,500,2,0.3983020231213886,3,0.36065197350542955,0.14765190543368606,TRUE,-0.03765004961595908,9.452638307208561,-0.027107116257500827,1.023027455274189
P6,S15,2,500,2,0.3983020231213886,4,0.36311775374552496,0.13695316563787285,TRUE,-0.035184269375863664,8.833565318130638,-0.01414080445823175,1.0417195273712012
P6,S15,2,500,2,0.3983020231213886,5,0.35598878981276183,0.11931298384292856,TRUE,-0.042313233308626796,10.623404063335926,0.015608201934231725,1.0636964582791062
P6,S15,2,500,2,0.3983020231213886,6,0.3589207538854988,0.13184975886120903,TRUE,-0.039381269235889804,9.88728827618527,0.029321500092585908,1.0298921470983022
P6,S15,2,500,2,0.3983020231213886,7,0.3614253293816958,0.09670319288647534,TRUE,-0.03687669373969282,9.258475126663889,0.03837177149679609,1.0340351924645346
P6,S15,2,500,2,0.3983020231213886,8,0.3620907801935188,0.11055410424316786,TRUE,-0.03621124292786981,9.091403213092363,0.03140398405120113,1.021852014756893
P6,S15,2,500,2,0.3983020231213886,9,0.356626334165824,0.07338417122878331,TRUE,-0.041675688955564616,10.46333850603197,0.034607638513334614,1.0208895780589484
P6,S15,2,500,2,0.3983020231213886,10,0.3602660218750389,0.14795570911479045,TRUE,-0.038036001246349704,9.549537546475793,0.03862669675362714,1.0169316875013987
P6,S15,2,500,2,0.3983020231213886,11,0.36084372985537927,0.14640522983880505,TRUE,-0.03745829326600936,9.404494853543179,0.03524158545829986,1.0171607042811233
P6,S15,2,500,2,0.3983020231213886,12,0.3620558138133205,0.04744504203114472,TRUE,-0.0362462093080681,9.100182073898608,0.0296056086607533,1.0134443828811786
P6,S15,2,500,2,0.3983020231213886,13,0.3566434886064676,0.07251851903222808,TRUE,-0.04165853451492102,10.459031613360633,0.027003059014671003,1.0171631836359698
P6,S15,2,500,2,0.3983020231213886,14,0.36025364093194984,0.12898281813375548,TRUE,-0.03804838218943879,9.55264597735748,0.03221463102098894,1.0164662112310003
P6,S15,2,500,2,0.3983020231213886,15,0.3576185110475342,0.15805759207917505,TRUE,-0.0406835120738544,10.214236863530939,0.02970754625423031,1.0146222888847773
P6,S15,2,500,2,0.3983020231213886,16,0.3611788852762465,0.12185282120339425,TRUE,-0.03712313784514215,9.320348803206633,0.031962199229156454,1.0107627060743098
P6,S15,2,500,2,0.3983020231213886,17,0.35984770630218493,0.08874479125811119,TRUE,-0.03845431681920369,9.654562263542447,0.03363680864088912,1.0109598543108478
P6,S15,2,500,2,0.3983020231213886,18,0.3595520672300332,0.09778786496013218,TRUE,-0.038749955891355436,9.728787111770657,0.0308555185420665,1.0108233887329727
P6,S15,2,500,2,0.3983020231213886,19,0.3546247590876408,0.10243019071962352,TRUE,-0.04367726403374783,10.965865473506902,0.03661697071506167,1.011157537789985
P6,S15,2,500,2,0.3983020231213886,20,0.36310531976770083,0.08313458821642829,TRUE,-0.0351967033536878,8.836687064218367,0.03743117677520154,1.0109888579815944
P6,S15,2,500,2,0.3983020231213886,21,0.3631591655367687,0.08387449099399288,TRUE,-0.035142857584619935,8.823168235304095,0.037801314473459045,1.0100597063964203
P6,S15,2,500,2,0.3983020231213886,22,0.3571444155085415,0.12122582249688811,TRUE,-0.04115760761284715,10.333266020168756,0.03640089928599613,1.0101817715303005
P6,S15,2,500,2,0.3983020231213886,23,0.35861289356467035,0.09037546241376435,TRUE,-0.03968912955671827,9.964581461496218,0.0357611206814521,1.0094260657398828
P6,S15,2,500,2,0.3983020231213886,24,0.3620376671135788,0.12797490391592492,TRUE,-0.036264356007809806,9.104738088854168,0.03264225450459848,1.0070341206763644
P6,S15,2,500,2,0.3983020231213886,25,0.3530516631554552,0.12036616103998057,TRUE,-0.04525035996593341,11.360815998703243,0.03390906622575952,1.0056281682001262
P6,S15,2,500,2,0.3983020231213886,26,0.3619974183533858,0.06510072401278738,TRUE,-0.036304604768002846,9.114843174406488,0.03510935858991407,1.0051249104880813
P6,S15,2,500,2,0.3983020231213886,27,0.3610902261987337,0.14178042321984016,TRUE,-0.037211796922654916,9.342608061851108,0.03751623122909796,1.0048795368752645
P6,S15,2,500,2,0.3983020231213886,28,0.36174357467270374,0.11352872297805289,TRUE,-0.03655844844868489,9.178574630926025,0.03928579789686704,1.0047783728293167
P6,S15,2,500,2,0.3983020231213886,29,0.35489775365667275,0.09496486823209734,TRUE,-0.04340426946471587,10.897325884656066,0.03755071355407159,1.0050648087553615
P6,S15,2,500,2,0.3983020231213886,30,0.36025825757678076,0.10501530456328378,TRUE,-0.038043765544607866,9.551486895916028,0.03729664698314481,1.0046298146404693
P6,S15,2,500,2,0.3983020231213886,31,0.36297010416430114,0.09448328143746018,TRUE,-0.03533191895708748,8.87063507240071,0.037522381640992836,1.0044250017546494
P6,S15,2,500,2,0.3983020231213886,32,0.36106110070707836,0.0713103488106841,TRUE,-0.03724092241431026,9.349920475538363,0.03879809715462735,1.0041207090489657
P6,S15,2,500,2,0.3983020231213886,33,0.35941666060511385,0.11504879878013129,TRUE,-0.03888536251627478,9.76278307891594,0.039741903088616935,1.0041158939831705
P6,S15,2,500,2,0.3983020231213886,34,0.3639423522107473,0.11413538732037688,TRUE,-0.03435967091064135,8.62653687806394,0.04197940667969729,1.0039912048846615
P6,S15,2,500,2,0.3983020231213886,35,0.36421636150518394,0.16124820927959016,TRUE,-0.03408566161620469,8.557742526408548,0.04120814794358202,1.0029388281726093
P6,S15,2,500,2,0.3983020231213886,36,0.3553187414867404,0.09828523784792707,TRUE,-0.04298328163464821,10.791630255302117,0.040234475935981576,1.0031575492320144
P6,S15,2,500,2,0.3983020231213886,37,0.36124057481971106,0.140820745545359,TRUE,-0.03706144830167757,9.304860671115026,0.03956189824984407,1.0037854680689504
P6,S15,2,500,2,0.3983020231213886,38,0.35390022085669776,0.2041764086483503,TRUE,-0.04440180226469087,11.1477722148448,0.04186401190748333,1.0038517046775455
P6,S15,2,500,2,0.3983020231213886,39,0.34954137584541267,0.13088588865471862,TRUE,-0.048760647275975955,12.242128948743854,0.03966022025296422,1.0049207219681349
P6,S15,2,500,2,0.3983020231213886,40,0.36452880206588717,0.10295020479787237,TRUE,-0.03377322105550146,8.479299399694124,0.03908340194381914,1.0052431583462367
P6,S15,2,500,2,0.3983020231213886,41,0.35974440111774175,0.1387459394882939,TRUE,-0.038557622003646874,9.680498658149132,0.03882515892523483,1.0053131412301255
P6,S15,2,500,2,0.3983020231213886,42,0.3624575299731871,0.09804521831723839,TRUE,-0.03584449314820154,8.999324901063178,0.03934108516286593,1.0042791860600693
P6,S15,2,500,2,0.3983020231213886,43,0.3612357765324772,0.11510772446367029,TRUE,-0.037066246588911445,9.306065356744357,0.038144115571766106,1.0038717782609705
P6,S15,2,500,2,0.3983020231213886,44,0.36176923273825445,0.07212575814732576,TRUE,-0.03653279038313417,9.172132769207714,0.040028949989378344,1.003915437287355
P6,S15,2,500,2,0.3983020231213886,45,0.36326698210450636,0.08065082757050795,TRUE,-0.03503504101688226,8.796099186823563,0.041034855881880085,1.0036371655070586
P6,S15,2,500,2,0.3983020231213886,46,0.3616663441677776,0.08740979010515472,TRUE,-0.03663567895361103,9.197964566312471,0.04020065505752431,1.0033345076113398
P6,S15,2,500,2,0.3983020231213886,47,0.3655923853639695,0.12188424807162061,TRUE,-0.03270963775741914,8.212270051023662,0.03954172085373798,1.0033897803402636
P6,S15,2,500,2,0.3983020231213886,48,0.3584715736193717,0.10114653259209368,TRUE,-0.03983044950201692,10.000062060914509,0.039731616479084596,1.003494942839008
P6,S15,2,500,2,0.3983020231213886,49,0.3626042843875268,0.10613712401090025,TRUE,-0.03569773873386184,8.962479892546868,0.04033181945762615,1.0034493618512947
P6,S15,2,500,2,0.3983020231213886,50,0.3596309785624082,0.10701496392789914,TRUE,-0.038671044558980405,9.708975178163936,0.039805696167654774,1.0035795547611208
P6,S15,2,500,2,0.3983020231213886,51,0.36458815183906085,0.060580944877686,TRUE,-0.03371387128232778,8.46439870380798,0.04046744517855566,1.0040980777722863
P6,S15,2,500,2,0.3983020231213886,52,0.3652029291303753,0.20617094561814744,TRUE,-0.03309909399101335,8.310049176156431,0.04053316055354511,1.0043761657311834
P6,S15,2,500,2,0.3983020231213886,53,0.3591862772682569,0.09404772347028842,TRUE,-0.03911574585313171,9.820624446391674,0.040235369253861154,1.004258608919459
P6,S15,2,500,2,0.3983020231213886,54,0.36315700795811734,0.18745546394306786,TRUE,-0.03514501516327129,8.823709929427174,0.041226305412114805,1.0038570928378465
P6,S15,2,500,2,0.3983020231213886,55,0.3669818471449789,0.11221405829461295,TRUE,-0.031320175976409736,7.863423773487697,0.04048811839293594,1.003720805170265
P6,S15,2,500,2,0.3983020231213886,56,0.3626800556059645,0.12197137701275894,TRUE,-0.035621967515424124,8.943456334031168,0.039323538139785875,1.0037659989960612
P6,S15,2,500,2,0.3983020231213886,57,0.3669187469009018,0.10391785265405408,TRUE,-0.03138327622048681,7.8792660842002,0.040190767127457554,1.0039085543765376
P6,S15,2,500,2,0.3983020231213886,58,0.36414568564482724,0.16215202774196946,TRUE,-0.03415633747656138,8.575486814977015,0.03937991276211855,1.0034877381699625
P6,S15,2,500,2,0.3983020231213886,59,0.36259374598490834,0.13550214981411118,TRUE,-0.03570827713648028,8.965125724605631,0.03859831997400427,1.0037097396066303
P6,S15,2,500,2,0.3983020231213886,60,0.36291317920115046,0.09845248786110021,TRUE,-0.03538884392023817,8.884926981516456,0.03906519990845362,1.0034051722610495
P6,S15,2,500,2,0.3983020231213886,61,0.36691141118071646,0.13732991090560817,TRUE,-0.031390611940672164,7.881107832361021,0.037996161923003306,1.0032985988320862
P6,S15,2,500,2,0.3983020231213886,62,0.3579218816200791,0.07788688440086276,TRUE,-0.04038014150130953,10.138070900283394,0.03948661940789957,1.003290803135345
P6,S15,2,500,2,0.3983020231213886,63,0.36031383465342365,0.10805926598431205,TRUE,-0.03798818846796498,9.537533394950268,0.040921411231676856,1.0031210265412285
P6,S15,2,500,2,0.3983020231213886,64,0.36072327726702613,0.07470008664949777,TRUE,-0.037578745854362494,9.434736374138325,0.04285984060415118,1.0029199136269846
P6,S15,2,500,2,0.3983020231213886,65,0.3619752054559991,0.08725809766398414,TRUE,-0.03632681766538953,9.12042007236262,0.043539670659611174,1.0031514136453672
P6,S15,2,500,2,0.3983020231213886,66,0.3557299302863729,0.15392493922987824,TRUE,-0.04257209283501573,10.688394826968086,0.04350832700470643,1.0031276498341497
P6,S15,2,500,2,0.3983020231213886,67,0.36422201593243586,0.0883534496815321,TRUE,-0.034080007188952766,8.556322893335231,0.04327242326689401,1.0030659405735947
P6,S15,2,500,2,0.3983020231213886,68,0.3567443845859327,0.09281512865301308,TRUE,-0.04155763853545591,10.433700087631887,0.04360904722884569,1.0035316723293681
P6,S15,2,500,2,0.3983020231213886,69,0.360320638758719,0.10833050297171848,TRUE,-0.037981384362669623,9.53582511708564,0.04298964711980355,1.0032551173609985
P6,S15,2,500,2,0.3983020231213886,70,0.36399854395882447,0.14990048635023032,TRUE,-0.034303479162564154,8.612429054147597,0.04250712702392029,1.0029820920465744
P6,S15,2,500,2,0.3983020231213886,71,0.35925493330985975,0.05821508910905287,TRUE,-0.03904708981152888,9.803387265152978,0.041248053682279455,1.0031151381776497
P6,S15,2,500,2,0.3983020231213886,72,0.367155084882559,0.08963760957925351,TRUE,-0.031146938238829636,7.819929709304321,0.041222046172487946,1.0033268092358338
P6,S15,2,500,2,0.3983020231213886,73,0.36363682882775855,0.1118685161225073,TRUE,-0.034665194293630075,8.703243338300927,0.04145553685131185,1.003216814139911
P6,S15,2,500,2,0.3983020231213886,74,0.359357135738943,0.1278421926700166,TRUE,-0.038944887382445614,9.777727734658422,0.04074888939591566,1.0031213885673522
P6,S15,2,500,2,0.3983020231213886,75,0.36099647050074335,0.172615576968326,TRUE,-0.03730555262064528,9.366146907387373,0.040798446664613665,1.0032232410560473
P6,S15,2,500,2,0.3983020231213886,76,0.36163516525633327,0.1509463406800461,TRUE,-0.03666685786505536,9.2057925233989,0.040323356993250334,1.0030421558527043
P6,S15,2,500,2,0.3983020231213886,77,0.35853610222533605,0.15324987104830623,TRUE,-0.039765920896052576,9.983861137439742,0.040582756360822356,1.0031034307159135
P6,S15,2,500,2,0.3983020231213886,78,0.36433920505041284,0.11744998419586912,TRUE,-0.033962818070975787,8.52690071840913,0.04093363641370041,1.0031644708904428
P6,S15,2,500,2,0.3983020231213886,79,0.354897306533372,0.05960178546059111,TRUE,-0.043404716588016645,10.897438142007227,0.04044741692863715,1.0031232077119268
P6,S15,2,500,2,0.3983020231213886,80,0.35981978562497685,0.10168164557234521,TRUE,-0.038482237496411775,9.661572189575278,0.040992833953665764,1.002895055451277
P6,S15,2,500,2,0.3983020231213886,81,0.3609046660624885,0.1076064396120922,TRUE,-0.03739735705890013,9.389195858415892,0.04122853731742441,1.0030388727170614
P6,S15,2,500,2,0.3983020231213886,82,0.3563054818647709,0.06756249485365765,TRUE,-0.041996541256617725,10.543893532727209,0.04093281385288705,1.0030917040342406
P6,S15,2,500,2,0.3983020231213886,83,0.35603348576631694,0.1267450156732683,TRUE,-0.04226853735507169,10.612182439803904,0.04136426936854901,1.0031414436715331
P6,S15,2,500,2,0.3983020231213886,84,0.35688558222562955,0.14196605739158058,TRUE,-0.04141644089575908,10.398250194962424,0.04085500936898797,1.0032033061542716
P6,S15,2,500,2,0.3983020231213886,85,0.35412031650266107,0.06444005083503555,TRUE,-0.044181706618727556,11.092513734298183,0.04117212200454062,1.0030299958002724
P6,S15,2,500,2,0.3983020231213886,86,0.3597150901715944,0.11004219867679507,TRUE,-0.038586932949794206,9.687857633109296,0.04109946689348865,1.002717327036727
P6,S15,2,500,2,0.3983020231213886,87,0.36193428340237527,0.08659624940890134,TRUE,-0.03636773971901336,9.130694198841601,0.040537055604802565,1.002690483869906
P6,S15,2,500,2,0.3983020231213886,88,0.3508636221868742,0.1472848888252616,TRUE,-0.0474384009345144,11.910158166597318,0.039442799274650386,1.0026283514095011
P6,S15,2,500,2,0.3983020231213886,89,0.3583700169298623,0.1326924909028682,TRUE,-0.039932006191526315,10.025559468312423,0.03913071360162637,1.0023913632971233
P6,S15,2,500,2,0.3983020231213886,90,0.3629997090218228,0.1490728105596272,TRUE,-0.0353023140995658,8.863202306358078,0.03913610222771588,1.0021778415459095
P6,S15,2,500,2,0.3983020231213886,91,0.3643217716612314,0.16588091898263488,TRUE,-0.03398025146015721,8.531277645507014,0.03865319368937565,1.001866299527251
P6,S15,2,500,2,0.3983020231213886,92,0.35800615819768355,0.04871514294867467,TRUE,-0.04029586492370507,10.116911937307508,0.038606304199094214,1.0017687514921712
P6,S15,2,500,2,0.3983020231213886,93,0.35961580299557655,0.17952808224549643,TRUE,-0.038686220125812076,9.712785243378455,0.038106190110154606,1.0018563980595532
P6,S15,2,500,2,0.3983020231213886,94,0.3618553476511721,0.16042427576129434,TRUE,-0.036446675470216516,9.150512263179952,0.03796793857166164,1.0019467672361904
P6,S15,2,500,2,0.3983020231213886,95,0.36133956368684067,0.09039784186913824,TRUE,-0.036962459434547956,9.280007955993504,0.03812538952147154,1.002073737333203
P6,S15,2,500,2,0.3983020231213886,96,0.3602149335374719,0.10406571912757423,TRUE,-0.03808708958391671,9.562364078755655,0.038818033726364116,1.002071495554427
P6,S15,2,500,2,0.3983020231213886,97,0.3660501057237512,0.07330364588410442,TRUE,-0.03225191739763744,8.097352141193664,0.038651590260472365,1.0020116735493545
P6,S15,2,500,2,0.3983020231213886,98,0.3574234609791557,0.16421131821186952,TRUE,-0.0408785621422329,10.263207257115672,0.03878915557357369,1.0020963170358255
P6,S15,2,500,2,0.3983020231213886,99,0.3565896654032701,0.10357097585453828,TRUE,-0.04171235771811854,10.472544776757527,0.038447505467691503,1.0021184934460188
P6,S15,2,500,2,0.3983020231213886,100,0.36344478958013443,0.1028745727037972,TRUE,-0.034857233541254196,8.75145781788583,0.03775197657867342,1.00222584751944
P6,S15,2,500,2,0.3983020231213886,101,0.3606532397200084,0.08595866593377377,TRUE,-0.037648783401380226,9.452320404083457,0.03753410678663377,1.0022405735187168
P6,S15,2,500,2,0.3983020231213886,102,0.3542517577166878,0.160521772425511,TRUE,-0.044050265404700806,11.059513346050922,0.03792560893941891,1.0020797814305986
P6,S35,2,500,4,0.3983020231213886,3,0.37042524678364913,0.38478483768789384,TRUE,-0.027876776337739495,6.998904027470536,0.10674851002794239,1.009169405553056
P6,S35,2,500,4,0.3983020231213886,4,0.36829715711945193,0.30549146247294995,TRUE,-0.030004866001936692,7.533194475588252,0.1224670797158821,1.0972857783481826
P6,S35,2,500,4,0.3983020231213886,5,0.36844661153639896,0.26205717710298937,TRUE,-0.029855411584989666,7.4956715888663155,0.14138297491387558,1.1092327749472908
P6,S35,2,500,4,0.3983020231213886,6,0.3653635261931056,0.41089465118394436,TRUE,-0.032938496928283045,8.269728752606545,0.13762131822082505,1.060474417689207
P6,S35,2,500,4,0.3983020231213886,7,0.36565210892796574,0.2923232417190914,TRUE,-0.03264991419342289,8.197275509060702,0.1277319369231025,1.043175309384322
P6,S35,2,500,4,0.3983020231213886,8,0.3589921421756104,0.22875738941046816,TRUE,-0.03930988094577825,9.869365120899214,0.14373831976322024,1.0377077012392897
P6,S35,2,500,4,0.3983020231213886,9,0.3648528226601762,0.3529020955725513,TRUE,-0.033449200461212414,8.397948923050851,0.13787224480536828,1.0456442190523516
P6,S35,2,500,4,0.3983020231213886,10,0.3627564488401934,0.2622729995751111,TRUE,-0.0355455742811952,8.924276608648343,0.14345646850270682,1.0422601281217423
P6,S35,2,500,4,0.3983020231213886,11,0.3661031775276089,0.26931756446036265,TRUE,-0.032198845593779724,8.08402762844281,0.1483837052400009,1.0450266129721493
P6,S35,2,500,4,0.3983020231213886,12,0.3690396069548807,0.3141749057649588,TRUE,-0.029262416166507932,7.346790743663827,0.14888383612104164,1.0366687105952666
P6,S35,2,500,4,0.3983020231213886,13,0.3713955862473684,0.23424302168016095,TRUE,-0.026906436874020223,6.755285012905916,0.1421228251226046,1.0335105544618717
P6,S35,2,500,4,0.3983020231213886,14,0.3655257125331921,0.3381525721263799,TRUE,-0.03277631058819652,8.229009315929947,0.14291570550733862,1.0257100467825195
P6,S35,2,500,4,0.3983020231213886,15,0.36446149637108705,0.3574646662800471,TRUE,-0.03384052675030158,8.496197555087026,0.14683045801579234,1.027294983327917
P6,S35,2,500,4,0.3983020231213886,16,0.3621199827503862,0.3210102050311948,TRUE,-0.03618204037100242,9.084071450969104,0.1501797604600318,1.024819262800753
P6,S35,2,500,4,0.3983020231213886,17,0.36559719777932154,0.23091276761877028,TRUE,-0.03270482534206709,8.21106181830761,0.15031329557573858,1.025501062527054
P6,S35,2,500,4,0.3983020231213886,18,0.3652838703072029,0.3001804762560901,TRUE,-0.03301815281418574,8.289727618110279,0.15470247301131052,1.0225483364809445
P6,S35,2,500,4,0.3983020231213886,19,0.3617208643983767,0.309795763820723,TRUE,-0.03658115872301193,9.184276403201514,0.1541458058850652,1.0223717723310812
P6,S35,2,500,4,0.3983020231213886,20,0.3621958017588151,0.24503627391946664,TRUE,-0.03610622136257352,9.065035894022962,0.15219091922658917,1.020521653982856
P6,S35,2,500,4,0.3983020231213886,21,0.3614793102729563,0.3911426205048282,TRUE,-0.036822712848432304,9.244922373193676,0.14969281339082607,1.0196710614668805
P6,S35,2,500,4,0.3983020231213886,22,0.3696406915043093,0.23080385033616135,TRUE,-0.028661331617079344,7.195878994655361,0.1523167927243968,1.0179060688043016
P6,S35,2,500,4,0.3983020231213886,23,0.3671030013378348,0.2495903027360785,TRUE,-0.031199021783553826,7.833006104025097,0.1524288663720455,1.0191860321223016
P6,S35,2,500,4,0.3983020231213886,24,0.36179503077764064,0.2735718734175009,TRUE,-0.03650699234374799,9.165655764852072,0.1535031307350697,1.0176737177945672
P6,S35,2,500,4,0.3983020231213886,25,0.3667231531007528,0.27130095023503376,TRUE,-0.03157887002063581,7.928372990214931,0.157949067407698,1.018873942257334
P6,S35,2,500,4,0.3983020231213886,26,0.3644664049294549,0.29483858130919516,TRUE,-0.0338356181919337,8.49496518415167,0.15783021922011028,1.0169863405241275
P6,S35,2,500,4,0.3983020231213886,27,0.3673910473925826,0.30989785840173506,TRUE,-0.030910975728806023,7.760687602479345,0.15413297728168562,1.015223065065344
P6,S35,2,500,4,0.3983020231213886,28,0.3632238491334122,0.26846335204058264,TRUE,-0.03507817398797641,8.806928398976725,0.15432005322730807,1.0144658632378665
P6,S35,2,500,4,0.3983020231213886,29,0.36813389380813755,0.3697748825752899,TRUE,-0.03016812931325108,7.574184302864281,0.15584022559300764,1.014439952785547
P6,S35,2,500,4,0.3983020231213886,30,0.36641702064205417,0.2359160939438236,TRUE,-0.03188500247933446,8.005232368507707,0.15577889469238532,1.013459001409046
P6,S35,2,500,4,0.3983020231213886,31,0.3586460113036025,0.2560845272938757,TRUE,-0.03965601181778611,9.9562667312137485,0.1563620502868702,1.0132792001408955
P6,S35,2,500,4,0.3983020231213886,32,0.36872517552586664,0.27024558060535797,TRUE,-0.029576847595521982,7.425733709243045,0.15520196014078,1.0127331346831228
P6,S35,2,500,4,0.3983020231213886,33,0.36522269553446696,0.2614093773436598,TRUE,-0.03307932758692167,8.305086508897858,0.15407659271752489,1.012019355719591
P6,S35,2,500,4,0.3983020231213886,34,0.3604633272407643,0.2792531472736871,TRUE,-0.03783869588062433,9.50000092494946,0.15721930399259357,1.0110115047843855
P6,S35,2,500,4,0.3983020231213886,35,0.35956501622713116,0.2884622744617018,TRUE,-0.038737006894257464,9.725536061977715,0.15673957087725268,1.0113128676657592
P6,S35,2,500,4,0.3983020231213886,36,0.3620349200263823,0.20764515389382324,TRUE,-0.0362671030950063,9.105427788387946,0.15574507127170067,1.011000107498898
P6,S35,2,500,4,0.3983020231213886,37,0.3671929180537488,0.2585328472001172,TRUE,-0.03110910506763981,7.810431095440064,0.15639299087805342,1.0106287739820168
P6,S35,2,500,4,0.3983020231213886,38,0.3670432744547058,0.35719926752129627,TRUE,-0.03125874866668282,7.84800147930864,0.15688658687483592,1.0108396843098992
P6,S35,2,500,4,0.3983020231213886,39,0.3680476529982245,0.2745690106029348,TRUE,-0.03025437012316412,7.595836417316826,0.15699867721899935,1.0108443602856323
P6,S35,2,500,4,0.3983020231213886,40,0.3649944533961112,0.25844466282202766,TRUE,-0.03330756972527743,8.362390294745362,0.1572164769129914,1.0106496785826133
P6,S35,2,500,4,0.3983020231213886,41,0.36964343514229314,0.173529884747803,TRUE,-0.028658587979095484,7.195190161100775,0.15822285185346152,1.0101977553939852
P6,S35,2,500,4,0.3983020231213886,42,0.36050863925077997,0.2857214351634824,TRUE,-0.037793383870608654,9.488624630734186,0.15803495501478823,1.0094066143065912
P6,S35,2,500,4,0.3983020231213886,43,0.36492198865933156,0.26746600266978077,TRUE,-0.03338003446205706,8.38058370893185,0.15892226734179454,1.0093898513602075
P6,S35,2,500,4,0.3983020231213886,44,0.36731224540272106,0.2649916447356146,TRUE,-0.030989777718667566,7.780472083924855,0.15962744459511855,1.0086224657892777
P6,S35,2,500,4,0.3983020231213886,45,0.36323309805485965,0.2161729313278174,TRUE,-0.03506892506652898,8.8046063114877,0.1614773965758571,1.008720023361288
P6,S35,2,500,4,0.3983020231213886,46,0.36292650350490757,0.2799966417862501,TRUE,-0.035375519616481055,8.881581705072039,0.16123817293647086,1.008605262219931
P6,S35,2,500,4,0.3983020231213886,47,0.3617473897945618,0.24743936285689327,TRUE,-0.036554633326826846,9.177616784458628,0.1630757433396184,1.0085825256743768
P6,S35,2,500,4,0.3983020231213886,48,0.3637756448547524,0.21244972568995457,TRUE,-0.03452637826663624,8.668391387033903,0.16317439189894817,1.0084204032498387
P6,S35,2,500,4,0.3983020231213886,49,0.3654587835991721,0.2595835104814888,TRUE,-0.032843239522216516,8.245812879591384,0.16443878736738637,1.0088482723740209
P6,S35,2,500,4,0.3983020231213886,50,0.36667162418015486,0.2744862967908854,TRUE,-0.03163039894123376,7.941310137808141,0.16334277409007072,1.0086496210888083
P6,S35,2,500,4,0.3983020231213886,51,0.3592935014286525,0.3292838955034142,TRUE,-0.03900852169273611,9.793704131110493,0.16235366294959633,1.0087872098127828
P6,S35,2,500,4,0.3983020231213886,52,0.3692395110245362,0.3322546691383854,TRUE,-0.0290625120968524,7.2966016765611945,0.1620128934849715,1.0083262586811035
P6,S35,2,500,4,0.3983020231213886,53,0.3673059027866104,0.24484539727127416,TRUE,-0.03099612033477822,7.782064497656764,0.16276685572818478,1.0083856752785154
P6,S35,2,500,4,0.3983020231213886,54,0.36585519756375323,0.26271776827398197,TRUE,-0.032446825557635395,8.146286906443036,0.16281033214410237,1.0076457051982313
P6,S35,2,500,4,0.3983020231213886,55,0.36695102685882564,0.24979226112289424,TRUE,-0.03135099626256299,7.871161692043,0.16213218446136315,1.0077523064295781
P6,S35,2,500,4,0.3983020231213886,56,0.365715457411531,0.250337190381139,TRUE,-0.03258656570985763,8.181370873912527,0.1620077548219924,1.0072239210392162
P6,S35,2,500,4,0.3983020231213886,57,0.36642959415197973,0.3060026923564907,TRUE,-0.031872428969408895,8.00207559068694,0.16115299578823294,1.0072399197193733
P6,S35,2,500,4,0.3983020231213886,58,0.36112113379772354,0.3301183841477433,TRUE,-0.03718088932366509,9.334848222032164,0.16206815332240362,1.0069015896255442
P6,S35,2,500,4,0.3983020231213886,59,0.36819432149511266,0.3018984402105216,TRUE,-0.030107701626275962,7.559012979730756,0.16155589210522558,1.0070828182115505
P6,S35,2,500,4,0.3983020231213886,60,0.3666077433613925,0.26888967207271885,TRUE,-0.031694279759996113,7.957348424096956,0.16120143187222805,1.0070651109483308
P6,S35,2,500,4,0.3983020231213886,61,0.36372105719053704,0.3071456409057336,TRUE,-0.03458096593085158,8.682096480416948,0.16219824427585325,1.0071737606990643
